KOLENC Martin POSITION,KOLENC Martin LAP TIME,KOLENC Martin ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME,Vincent JEANNE POSITION,Vincent JEANNE LAP TIME,Vincent JEANNE ELAPSED TIME
4,16.31,16.31,1,15.95,15.95,3,16.18,16.18,2,16.08,16.08
4,11.45,27.76,1,11.44,27.39,2,11.25,27.43,3,11.53,27.61
4,10.86,38.62,1,10.87,38.26,2,10.95,38.38,3,10.90,38.51
4,10.31,48.93,1,10.40,48.66,3,10.40,48.78,2,10.16,48.67
4,9.48,58.41,2,9.37,58.03,3,9.40,58.18,1,9.32,57.99
4,9.19,1:07.60,2,9.13,1:07.16,3,9.08,1:07.26,1,9.10,1:07.09
4,9.22,1:16.82,2,8.98,1:16.14,3,9.01,1:16.27,1,8.98,1:16.07
4,9.49,1:26.31,2,8.93,1:25.07,3,8.87,1:25.14,1,8.86,1:24.93
4,9.99,1:36.279,2,8.96,1:34.012,3,8.93,1:34.054,1,8.99,1:33.913
