Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Kirill SHASHIN POSITION,Kirill SHASHIN LAP TIME,Kirill SHASHIN ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME
1,6.81,6.81,2,6.94,6.94,3,7.05,7.05,4,7.21,7.21
1,8.77,15.58,2,8.80,15.74,3,8.88,15.93,4,8.81,16.02
1,8.31,23.89,2,8.50,24.24,4,15.77,31.70,3,8.37,24.39
1,8.58,32.47,2,8.49,32.73,4,23.98,55.68,3,8.38,32.77
1,8.80,41.261,2,8.67,41.391,0,,notime,3,8.72,41.484
