HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME
1,6.16,6.16,2,6.76,6.76,3,6.90,6.90,4,7.13,7.13
1,8.47,14.63,2,9.03,15.79,3,8.90,15.80,4,8.82,15.95
1,9.15,23.78,2,8.19,23.98,4,8.66,24.46,3,8.47,24.42
1,8.00,31.78,3,8.71,32.69,4,18.60,43.06,2,8.19,32.61
1,9.15,40.924,3,8.99,41.678,4,18.23,1:01.287,2,8.86,41.466
