ZHU Mi Lei POSITION,ZHU Mi Lei LAP TIME,ZHU Mi Lei ELAPSED TIME,BYUN Chun-Sa POSITION,BYUN Chun-Sa LAP TIME,BYUN Chun-Sa ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME
2,7.328,7.328,4,7.705,7.705,3,7.568,7.568,1,7.276,7.276
2,9.402,16.729,4,9.386,17.090,3,9.459,17.026,1,9.380,16.656
2,8.913,25.642,4,8.941,26.030,3,8.864,25.890,1,8.987,25.642
1,9.000,34.642,3,8.895,34.925,4,9.047,34.937,2,9.040,34.682
2,9.43,44.069,4,9.34,44.258,3,9.27,44.198,1,9.30,43.983
