Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME
1,6.90,6.90,2,6.99,,3,7.09,7.09
1,8.77,15.67,3,8.94,,2,8.74,15.83
1,8.32,23.99,3,8.23,,2,8.23,24.06
1,8.39,32.38,3,8.66,,2,8.48,32.54
1,8.58,40.940,3,8.97,,2,8.56,41.078
