Aliaksandr ANTANENKA POSITION,Aliaksandr ANTANENKA LAP TIME,Aliaksandr ANTANENKA ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,Elliott SHRIANE POSITION,Elliott SHRIANE LAP TIME,Elliott SHRIANE ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME
5,14.06,14.06,4,13.93,13.93,2,13.75,13.75,3,13.93,13.93,1,13.65,13.65
5,10.71,24.77,4,10.75,24.68,3,10.75,24.50,1,10.27,24.20,2,10.70,24.35
5,9.96,34.73,4,9.97,34.65,3,10.04,34.54,1,10.17,34.37,2,10.09,34.44
5,10.11,44.84,4,10.04,44.69,3,10.02,44.56,2,10.00,44.37,1,9.90,44.34
5,9.53,54.37,4,9.55,54.24,3,9.61,54.17,2,9.73,54.10,1,9.67,54.01
5,9.67,1:04.04,2,9.42,1:03.66,4,9.65,1:03.82,3,9.66,1:03.76,1,9.64,1:03.65
5,9.59,1:13.63,1,8.88,1:12.54,3,9.17,1:12.99,4,9.28,1:13.04,2,9.26,1:12.91
5,9.78,1:23.41,1,9.04,1:21.58,3,9.16,1:22.15,4,9.39,1:22.43,2,9.18,1:22.09
5,10.09,1:33.495,1,9.59,1:31.164,3,9.35,1:31.492,4,9.61,1:32.034,2,9.35,1:31.436
