Sanne van KERKHOF POSITION,Sanne van KERKHOF LAP TIME,Sanne van KERKHOF ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,Erika HUSZAR POSITION,Erika HUSZAR LAP TIME,Erika HUSZAR ELAPSED TIME,Ekaterina BELOVA POSITION,Ekaterina BELOVA LAP TIME,Ekaterina BELOVA ELAPSED TIME
4,13.39,13.39,1,13.04,13.04,3,13.34,13.34,2,13.29,13.29
4,10.16,23.55,1,10.12,23.17,2,10.12,23.47,3,10.19,23.48
4,10.80,34.36,1,10.64,33.81,3,10.86,34.33,2,10.70,34.19
4,10.48,44.84,1,10.59,44.40,3,10.44,44.78,2,10.48,44.68
4,10.11,54.95,1,9.65,54.05,3,10.10,54.88,2,10.00,54.69
4,9.87,1:04.82,1,10.26,1:04.31,2,9.61,1:04.49,3,9.82,1:04.51
4,9.73,1:14.55,1,9.79,1:14.10,3,9.97,1:14.47,2,9.90,1:14.41
4,9.98,1:24.54,1,9.92,1:24.02,2,9.82,1:24.30,3,9.97,1:24.39
4,10.17,1:34.710,1,10.37,1:34.383,3,10.32,1:34.620,2,10.09,1:34.476
