Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME,Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME,SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME
1,6.80,6.80,4,7.08,7.08,3,6.91,6.91,2,6.85,6.85
1,9.08,15.88,4,9.14,16.22,3,9.17,16.08,2,9.20,16.05
1,8.76,24.64,2,8.71,24.94,3,8.90,24.98,4,8.93,24.99
1,9.04,33.69,3,9.19,34.13,4,9.31,34.29,2,9.13,34.13
1,9.43,43.112,3,9.40,43.530,4,9.53,43.813,2,9.33,43.456
