Jelle de BRUYN POSITION,Jelle de BRUYN LAP TIME,Jelle de BRUYN ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Sameer GOLE POSITION,Sameer GOLE LAP TIME,Sameer GOLE ELAPSED TIME,Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME
1,6.912,6.912,2,7.094,7.094,4,7.920,7.920,3,7.313,7.313
1,9.480,16.392,2,9.498,16.591,4,11.986,19.906,3,9.465,16.778
2,9.660,26.052,3,9.529,26.120,4,13.023,32.928,1,9.160,25.937
2,10.003,36.054,3,10.050,36.169,4,10.559,43.487,1,9.235,35.172
3,10.19,46.243,2,9.56,45.728,4,12.61,56.091,1,10.03,45.198
