Marie YOSHIDA POSITION,Marie YOSHIDA LAP TIME,Marie YOSHIDA ELAPSED TIME,GUO Yihan POSITION,GUO Yihan LAP TIME,GUO Yihan ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME
2,13.37,13.37,3,13.51,13.51,4,13.58,13.58,1,13.24,13.24
3,10.74,24.11,4,10.77,24.28,2,10.52,24.10,1,10.79,24.03
3,10.51,34.62,4,10.52,34.80,2,10.49,34.59,1,10.49,34.52
4,10.14,44.76,3,9.79,44.59,2,9.98,44.57,1,9.96,44.48
4,9.49,54.25,2,9.32,53.91,3,9.44,54.01,1,9.34,53.82
4,9.48,1:03.73,2,9.53,1:03.44,3,9.51,1:03.52,1,9.51,1:03.33
4,9.58,1:13.31,2,9.59,1:13.03,3,9.67,1:13.19,1,9.59,1:12.92
4,9.64,1:22.95,2,9.51,1:22.54,3,9.58,1:22.77,1,9.42,1:22.34
4,10.00,1:32.941,2,9.80,1:32.339,3,9.86,1:32.627,1,9.52,1:31.852
