Yuma SAKURAI POSITION,Yuma SAKURAI LAP TIME,Yuma SAKURAI ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,Jens ALMEY POSITION,Jens ALMEY LAP TIME,Jens ALMEY ELAPSED TIME,YU Jiyang POSITION,YU Jiyang LAP TIME,YU Jiyang ELAPSED TIME
1,7.17,7.17,2,7.28,7.28,3,7.39,7.39,4,7.52,7.52
1,9.24,16.41,2,9.20,16.48,3,9.20,16.59,4,11.35,18.87
2,8.71,25.12,1,8.63,25.11,3,8.68,25.27,4,11.59,30.46
2,8.87,33.99,1,8.80,33.91,3,8.82,34.09,4,11.18,41.64
2,8.95,42.935,1,8.92,42.825,3,9.06,43.149,4,11.01,52.648
