Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME,Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME,Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME,Asen YORDANOV POSITION,Asen YORDANOV LAP TIME,Asen YORDANOV ELAPSED TIME
1,6.71,6.71,2,6.98,6.98,3,7.16,7.16,4,7.35,7.35
1,9.23,15.94,2,9.26,16.24,3,9.33,16.49,4,9.44,16.79
1,8.91,24.85,2,8.78,25.02,3,8.96,25.45,4,9.28,26.07
1,9.12,33.97,2,9.12,34.14,3,9.13,34.58,4,9.28,35.35
1,9.46,43.428,2,9.35,43.487,3,9.56,44.133,4,9.87,45.218
