SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,Billy SIMMS POSITION,Billy SIMMS LAP TIME,Billy SIMMS ELAPSED TIME,Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,Thibault CROLET POSITION,Thibault CROLET LAP TIME,Thibault CROLET ELAPSED TIME
1,13.42,13.42,2,13.53,13.53,3,13.69,13.69,4,13.79,13.79
1,10.23,23.65,3,10.21,23.74,2,10.05,23.74,4,10.07,23.86
1,9.25,32.90,4,9.48,33.22,2,9.25,32.99,3,9.26,33.12
1,9.36,42.26,4,9.43,42.65,2,9.47,42.46,3,9.43,42.55
1,9.36,51.62,4,9.27,51.92,2,9.24,51.70,3,9.25,51.80
1,9.42,1:01.04,4,9.41,1:01.33,2,9.43,1:01.13,3,9.42,1:01.22
1,9.26,1:10.30,4,9.34,1:10.67,2,9.27,1:10.40,3,9.31,1:10.53
1,9.11,1:19.41,4,9.52,1:20.19,2,9.09,1:19.49,3,9.18,1:19.71
1,9.28,1:28.689,4,10.03,1:30.215,2,9.24,1:28.723,3,9.25,1:28.961
