Grant HESTER POSITION,Grant HESTER LAP TIME,Grant HESTER ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME,Jan-Ebele van der REE POSITION,Jan-Ebele van der REE LAP TIME,Jan-Ebele van der REE ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME
4,7.76,7.76,1,7.21,7.21,3,7.55,7.55,2,7.46,7.46
4,9.35,17.11,1,9.14,16.35,3,9.16,16.71,2,9.15,16.61
4,9.09,26.20,1,8.86,25.21,3,8.75,25.46,2,8.77,25.38
4,9.23,35.43,1,8.97,34.18,2,9.18,34.64,3,9.66,35.04
3,9.33,44.755,1,9.39,43.567,2,9.42,44.054,0,,PEN
