Mika OZAWA POSITION,Mika OZAWA LAP TIME,Mika OZAWA ELAPSED TIME,HAN Yueshuang POSITION,HAN Yueshuang LAP TIME,HAN Yueshuang ELAPSED TIME,Olga MASKAIKINA POSITION,Olga MASKAIKINA LAP TIME,Olga MASKAIKINA ELAPSED TIME,Aika KLEIN POSITION,Aika KLEIN LAP TIME,Aika KLEIN ELAPSED TIME
2,13.95,13.95,3,13.95,13.95,4,14.27,14.27,1,13.91,13.91
4,11.71,25.66,2,11.42,25.37,3,11.28,25.55,1,11.41,25.32
3,10.28,35.95,2,10.45,35.83,4,10.48,36.03,1,10.38,35.71
2,10.12,46.07,3,10.33,46.16,4,10.28,46.32,1,10.24,45.95
2,10.13,56.20,3,10.04,56.20,4,10.08,56.40,1,10.06,56.02
2,10.04,1:06.25,3,10.10,1:06.31,4,10.04,1:06.45,1,10.04,1:06.07
3,10.31,1:16.56,2,10.15,1:16.47,4,10.30,1:16.75,1,10.22,1:16.29
1,9.87,1:26.44,3,10.32,1:26.79,4,10.38,1:27.14,2,10.30,1:26.60
1,10.32,1:36.760,3,10.63,1:37.416,4,11.08,1:38.220,2,10.51,1:37.105
