J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME
1,6.95,6.95,2,7.05,7.05,4,7.15,7.15,3,7.10,7.10
1,8.99,15.94,2,9.02,16.07,4,9.60,16.75,3,9.45,16.55
1,8.50,24.44,2,8.47,24.54,4,8.80,25.55,3,8.87,25.42
1,8.70,33.14,2,8.76,33.30,4,8.90,34.45,3,8.88,34.30
1,8.88,42.017,2,9.00,42.293,4,9.01,43.451,3,9.11,43.406
