GUO Yihan POSITION,GUO Yihan LAP TIME,GUO Yihan ELAPSED TIME,Courtney SHMYR POSITION,Courtney SHMYR LAP TIME,Courtney SHMYR ELAPSED TIME,Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME,Anna SAMARINA POSITION,Anna SAMARINA LAP TIME,Anna SAMARINA ELAPSED TIME
2,14.13,14.13,3,14.29,14.29,4,14.42,14.42,1,13.96,13.96
2,10.82,24.95,4,10.74,25.03,3,10.59,25.01,1,10.95,24.91
1,10.00,34.95,2,10.03,35.06,4,10.23,35.24,3,10.32,35.23
1,10.30,45.25,2,10.31,45.37,3,10.23,45.47,4,10.34,45.57
1,10.35,55.60,2,10.31,55.68,3,10.30,55.77,4,10.40,55.97
1,10.01,1:05.61,2,10.07,1:05.75,3,10.07,1:05.84,4,10.43,1:06.40
1,9.96,1:15.57,2,10.03,1:15.78,3,10.06,1:15.90,4,10.94,1:17.34
1,10.19,1:25.76,2,10.31,1:26.09,3,10.25,1:26.15,4,11.39,1:28.73
2,10.37,1:36.129,3,10.83,1:36.911,1,9.96,1:36.105,4,11.87,1:40.591
