KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,SONG Weilong POSITION,SONG Weilong LAP TIME,SONG Weilong ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME
4,12.75,12.75,2,12.57,12.57,3,12.72,12.72,5,12.86,12.86,1,12.52,12.52
3,9.85,22.61,2,9.87,22.44,5,9.97,22.70,4,9.79,22.66,1,9.88,22.41
5,9.39,32.01,2,9.39,31.84,3,9.14,31.85,4,9.26,31.92,1,9.33,31.74
3,9.06,41.07,2,9.23,41.07,5,9.46,41.31,4,9.22,41.14,1,9.17,40.92
3,9.44,50.51,1,9.28,50.35,5,9.45,50.77,4,9.57,50.72,2,9.44,50.36
3,9.27,59.78,2,9.37,59.73,5,9.49,1:00.26,4,9.20,59.93,1,9.27,59.64
2,9.19,1:08.97,3,9.49,1:09.22,5,9.86,1:10.13,4,9.33,1:09.26,1,9.31,1:08.95
1,9.07,1:18.05,5,12.78,1:22.00,4,10.09,1:20.22,3,9.61,1:18.88,2,9.57,1:18.53
1,10.02,1:28.062,4,12.50,1:34.500,3,10.87,1:31.086,0,,DQ,2,9.81,1:28.339
