HANDEI Volodymyr POSITION,HANDEI Volodymyr LAP TIME,HANDEI Volodymyr ELAPSED TIME,Tom RIETZKE POSITION,Tom RIETZKE LAP TIME,Tom RIETZKE ELAPSED TIME,Oliver RINGER POSITION,Oliver RINGER LAP TIME,Oliver RINGER ELAPSED TIME,Ariff Rasydan MOHAMAD FADZLI POSITION,Ariff Rasydan MOHAMAD FADZLI LAP TIME,Ariff Rasydan MOHAMAD FADZLI ELAPSED TIME
2,15.87,15.87,3,15.97,15.97,4,16.02,16.02,1,15.84,15.84
1,10.33,26.20,3,18.97,34.94,2,10.62,26.64,4,22.89,38.73
1,10.32,36.52,3,12.34,47.28,2,10.53,37.17,4,12.66,51.39
1,10.55,47.07,3,9.81,57.09,2,10.51,47.68,4,11.95,1:03.34
1,10.28,57.35,3,9.48,1:06.57,2,10.53,58.21,4,13.74,1:17.08
1,9.78,1:07.13,3,9.61,1:16.18,2,10.55,1:08.76,4,13.82,1:30.90
1,9.84,1:16.97,3,10.08,1:26.26,2,10.90,1:19.66,4,12.58,1:43.48
1,10.15,1:27.12,3,10.31,1:36.57,2,11.12,1:30.78,4,12.14,1:55.62
1,10.38,1:37.492,3,10.66,1:47.230,2,11.19,1:41.967,0,,notime
