LEE Seung-Jae POSITION,LEE Seung-Jae LAP TIME,LEE Seung-Jae ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME
1,6.38,6.38,3,6.98,6.98,2,6.90,6.90,4,7.09,7.09
1,8.80,15.18,3,9.05,16.03,2,8.98,15.88,4,8.99,16.08
1,8.96,24.14,3,8.51,24.54,2,8.57,24.45,4,8.59,24.67
1,8.65,32.79,3,8.65,33.19,2,8.66,33.11,4,8.57,33.24
1,9.41,42.198,3,9.29,42.480,2,9.17,42.277,4,9.47,42.703
