Marielle LOOTSMA POSITION,Marielle LOOTSMA LAP TIME,Marielle LOOTSMA ELAPSED TIME,Daniela VLAEVA POSITION,Daniela VLAEVA LAP TIME,Daniela VLAEVA ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,Polona PEUNIK POSITION,Polona PEUNIK LAP TIME,Polona PEUNIK ELAPSED TIME
3,7.601,7.601,1,7.370,7.370,2,7.438,7.438,4,8.016,8.016
3,10.109,17.709,1,9.958,17.328,2,10.052,17.490,4,10.655,18.670
3,9.693,27.402,2,9.708,27.036,1,9.243,26.733,4,10.271,28.941
3,9.757,37.159,2,9.740,36.775,1,9.608,36.341,4,10.478,39.419
3,9.99,47.143,2,10.14,46.910,1,10.14,46.475,4,10.88,50.291
