DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME
4,13.20,13.20,3,13.01,13.01,2,13.00,13.00,1,12.93,12.93
4,9.81,23.01,2,9.85,22.86,3,9.90,22.90,1,9.85,22.78
4,9.98,32.99,3,10.01,32.87,1,9.88,32.78,2,10.01,32.79
4,9.64,42.63,3,9.66,42.53,1,9.55,42.33,2,9.65,42.44
4,9.22,51.85,3,9.21,51.74,2,9.32,51.65,1,9.00,51.44
4,8.90,1:00.75,3,8.89,1:00.63,2,8.88,1:00.53,1,8.92,1:00.36
4,8.93,1:09.68,3,8.79,1:09.42,2,8.81,1:09.34,1,8.90,1:09.26
4,9.24,1:18.92,3,9.06,1:18.48,2,9.05,1:18.39,1,8.95,1:18.21
4,9.77,1:28.686,2,9.09,1:27.562,3,9.19,1:27.578,1,9.08,1:27.291
