Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,LIU Yang POSITION,LIU Yang LAP TIME,LIU Yang ELAPSED TIME,Audrey PHANEUF POSITION,Audrey PHANEUF LAP TIME,Audrey PHANEUF ELAPSED TIME
2,7.63,7.63,4,8.63,8.63,1,7.45,7.45,3,7.78,7.78
2,9.54,17.17,4,11.79,20.42,1,9.55,17.00,3,9.68,17.46
2,9.10,26.27,4,9.22,29.64,1,9.21,26.21,3,8.99,26.45
2,9.25,35.52,4,9.38,39.02,1,9.23,35.44,3,9.19,35.64
2,9.39,44.903,4,10.14,49.153,1,9.40,44.835,3,9.32,44.953
