CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,Raya ZAHARIEVA POSITION,Raya ZAHARIEVA LAP TIME,Raya ZAHARIEVA ELAPSED TIME
1,7.30,7.30,2,7.43,7.43,3,7.46,7.46,4,7.71,7.71
1,9.41,16.71,3,9.75,17.18,2,9.62,17.08,4,9.88,17.59
1,8.95,25.66,3,9.06,26.24,2,9.05,26.13,4,9.63,27.22
1,9.07,34.73,3,9.10,35.34,2,9.09,35.22,4,9.88,37.10
1,9.30,44.029,3,9.36,44.697,2,9.32,44.537,4,10.33,47.429
