CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Alexander MERRIMAN POSITION,Alexander MERRIMAN LAP TIME,Alexander MERRIMAN ELAPSED TIME,Ryan BEDFORD POSITION,Ryan BEDFORD LAP TIME,Ryan BEDFORD ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME
0,13.503,13.503,0,14.005,14.005,0,13.505,13.505,0,13.648,13.648
0,10.023,23.527,0,10.015,24.020,0,10.045,23.549,0,9.726,23.374
0,9.208,32.734,0,8.936,32.956,0,9.153,32.703,0,9.229,32.603
0,9.419,42.153,0,9.431,42.387,0,9.277,41.980,0,9.479,42.082
0,9.232,51.385,0,9.376,51.763,0,9.291,51.270,0,9.316,51.398
0,9.277,1:00.662,0,9.241,1:01.004,0,9.551,1:00.821,0,9.296,1:00.695
0,9.368,1:10.031,0,9.300,1:10.304,0,9.344,1:10.165,0,9.363,1:10.057
0,9.358,1:19.388,0,9.299,1:19.603,0,9.350,1:19.515,0,9.382,1:19.440
0,9.549,1:28.937,0,9.503,1:29.106,0,9.370,1:28.885,0,9.440,1:28.880
