Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME,Mathias VOSTE POSITION,Mathias VOSTE LAP TIME,Mathias VOSTE ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME
1,6.79,6.79,3,7.02,7.02,2,6.94,6.94,4,7.24,7.24
1,8.76,15.55,3,8.98,16.00,2,8.77,15.71,4,8.92,16.16
1,8.43,23.98,3,8.27,24.27,2,8.39,24.10,4,8.47,24.63
1,8.47,32.45,3,8.36,32.63,2,8.52,32.62,4,8.56,33.19
1,8.67,41.114,2,8.61,41.233,3,8.79,41.406,4,8.77,41.957
