LI Haonan POSITION,LI Haonan LAP TIME,LI Haonan ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME
1,6.730,6.730,4,6.813,6.813,3,6.785,6.785,2,6.777,6.777
3,9.261,15.990,4,9.320,16.132,1,9.095,15.879,2,9.183,15.960
4,9.049,25.038,3,8.793,24.925,1,8.804,24.683,2,8.963,24.923
3,8.763,33.801,4,9.208,34.132,1,8.742,33.424,2,8.813,33.735
3,9.27,43.068,4,9.64,43.765,1,9.05,42.470,2,8.84,42.570
