AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME,Dan IWASA POSITION,Dan IWASA LAP TIME,Dan IWASA ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,WILCZYK Szymon POSITION,WILCZYK Szymon LAP TIME,WILCZYK Szymon ELAPSED TIME,PARK In Wook POSITION,PARK In Wook LAP TIME,PARK In Wook ELAPSED TIME
1,6.75,6.75,3,7.02,7.02,2,6.89,6.89,4,7.14,7.14,5,7.32,7.32
1,8.71,15.46,3,8.92,15.94,2,8.73,15.62,5,8.91,16.05,4,8.71,16.03
1,8.18,23.64,4,8.45,24.39,2,8.16,23.78,5,8.47,24.52,3,8.20,24.23
1,8.26,31.90,4,8.47,32.86,2,8.28,32.06,5,8.51,33.03,3,8.19,32.42
1,8.50,40.40,4,8.69,41.55,2,8.40,40.46,5,8.84,41.87,3,8.28,40.70
