Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,SEJPALOVA-HRUZOVA Michaela POSITION,SEJPALOVA-HRUZOVA Michaela LAP TIME,SEJPALOVA-HRUZOVA Michaela ELAPSED TIME,MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME,LEE Suyoun POSITION,LEE Suyoun LAP TIME,LEE Suyoun ELAPSED TIME,Gloria IORIATTI POSITION,Gloria IORIATTI LAP TIME,Gloria IORIATTI ELAPSED TIME
1,7.43,7.43,3,7.93,7.93,2,7.63,7.63,5,8.20,8.20,4,8.09,8.09
1,9.61,17.04,3,9.86,17.79,2,9.54,17.17,4,9.62,17.82,5,9.91,18.00
1,9.29,26.33,4,9.41,27.20,1,9.16,26.33,3,8.81,26.63,5,9.44,27.44
1,9.24,35.57,4,9.39,36.59,3,9.50,35.83,2,9.02,35.65,5,9.49,36.93
2,9.38,44.940,4,9.57,46.154,3,9.38,45.198,1,9.16,44.802,5,9.71,46.599
