CHOI Eun-Kyung POSITION,CHOI Eun-Kyung LAP TIME,CHOI Eun-Kyung ELAPSED TIME,Celine LECOMPERE POSITION,Celine LECOMPERE LAP TIME,Celine LECOMPERE ELAPSED TIME,Yvonne KUNZE POSITION,Yvonne KUNZE LAP TIME,Yvonne KUNZE ELAPSED TIME,FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME
2,13.840,13.840,4,13.945,13.945,3,13.882,13.882,1,13.798,13.798
2,10.835,24.674,4,10.900,24.845,1,10.714,24.596,3,10.897,24.695
2,10.268,34.941,1,9.871,34.716,4,10.449,35.044,3,10.280,34.975
1,9.908,44.849,2,10.144,44.859,4,9.940,44.984,3,9.940,44.914
2,9.947,54.795,3,9.970,54.829,4,9.920,54.904,1,9.804,54.717
3,10.193,1:04.988,2,10.156,1:04.984,4,10.197,1:05.101,1,10.198,1:04.915
1,10.214,1:15.201,3,10.322,1:15.305,4,10.282,1:15.383,2,10.327,1:15.241
1,10.243,1:25.443,3,10.308,1:25.613,4,10.325,1:25.707,2,10.290,1:25.531
1,9.89,1:35.324,3,10.28,1:35.888,4,10.21,1:35.915,2,10.09,1:35.612
