Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,SONG Weilong POSITION,SONG Weilong LAP TIME,SONG Weilong ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Charles Ryan LEVEILLE POSITION,Charles Ryan LEVEILLE LAP TIME,Charles Ryan LEVEILLE ELAPSED TIME
2,6.709,6.709,3,7.003,7.003,1,6.689,6.689,4,7.209,7.209
1,8.598,15.307,2,8.847,15.850,3,9.189,15.878,4,9.039,16.247
2,9.082,24.389,3,8.605,24.455,1,8.443,24.321,4,8.410,24.658
1,8.602,32.991,4,9.248,33.703,2,8.946,33.267,3,8.913,33.570
1,9.222,42.213,4,9.350,43.053,2,9.225,42.492,3,9.042,42.612
