van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Hitomi SAITO POSITION,Hitomi SAITO LAP TIME,Hitomi SAITO ELAPSED TIME,Gergana PATSOVA POSITION,Gergana PATSOVA LAP TIME,Gergana PATSOVA ELAPSED TIME
1,7.41,7.41,2,7.68,7.68,3,7.82,7.82
1,9.96,17.37,2,10.04,17.72,3,9.99,17.81
1,9.41,26.78,2,9.52,27.24,3,9.52,27.33
1,9.80,36.58,2,9.76,37.00,3,9.79,37.12
1,10.00,46.577,2,9.93,46.930,3,9.96,47.071
