BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME
1,7.00,7.00,4,7.21,7.21,2,7.09,7.09,3,7.20,7.20
1,9.60,16.60,4,9.77,16.98,2,9.54,16.63,3,9.68,16.88
1,8.76,25.36,3,8.64,25.62,2,8.80,25.43,4,8.75,25.63
1,8.85,34.21,3,8.90,34.52,2,8.89,34.32,4,8.92,34.55
1,8.81,43.014,3,8.81,43.324,2,8.79,43.105,4,9.05,43.595
