Andrea KESZLER POSITION,Andrea KESZLER LAP TIME,Andrea KESZLER ELAPSED TIME,Erika LINDGREN POSITION,Erika LINDGREN LAP TIME,Erika LINDGREN ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,IVANDIC Maja POSITION,IVANDIC Maja LAP TIME,IVANDIC Maja ELAPSED TIME,Alica PORUBSKA POSITION,Alica PORUBSKA LAP TIME,Alica PORUBSKA ELAPSED TIME
2,7.39,7.39,3,7.59,7.59,1,7.27,7.27,5,8.54,8.54,4,7.92,7.92
2,9.23,16.62,3,9.58,17.17,1,9.24,16.51,5,10.64,19.18,4,9.88,17.80
2,9.07,25.69,3,9.16,26.33,1,9.09,25.60,5,10.39,29.57,4,9.42,27.22
2,9.27,34.96,3,9.41,35.74,1,9.23,34.83,5,10.74,40.31,4,9.66,36.88
2,9.48,44.433,3,9.76,45.481,1,9.54,44.352,5,11.28,51.566,4,10.06,46.923
