HANDEI Oleh POSITION,HANDEI Oleh LAP TIME,HANDEI Oleh ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME,SU Jun-Peng POSITION,SU Jun-Peng LAP TIME,SU Jun-Peng ELAPSED TIME,Csaba BURJAN POSITION,Csaba BURJAN LAP TIME,Csaba BURJAN ELAPSED TIME
2,18.25,18.25,1,18.06,18.06,3,18.48,18.48,4,18.86,18.86
2,14.41,32.66,1,14.44,32.50,3,14.45,32.93,4,14.34,33.20
2,12.97,45.63,1,13.05,45.55,3,12.96,45.89,4,13.00,46.20
2,11.04,56.67,1,11.09,56.64,3,10.97,56.86,3,10.66,56.86
2,9.49,1:06.16,3,9.68,1:06.32,4,9.57,1:06.43,1,9.09,1:05.95
2,8.74,1:14.90,3,8.84,1:15.16,4,8.86,1:15.29,1,8.55,1:14.50
2,8.59,1:23.49,3,8.83,1:23.99,4,8.85,1:24.14,1,8.80,1:23.30
2,8.79,1:32.28,3,8.99,1:32.98,4,8.98,1:33.12,1,8.89,1:32.19
2,8.99,1:41.274,3,9.15,1:42.139,4,9.14,1:42.266,1,9.00,1:41.193
