Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Jakub APELTAUER POSITION,Jakub APELTAUER LAP TIME,Jakub APELTAUER ELAPSED TIME,Armstrong LAZENBY POSITION,Armstrong LAZENBY LAP TIME,Armstrong LAZENBY ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME
3,12.80,12.80,2,12.71,12.71,4,12.92,12.92,5,13.02,13.02,1,12.61,12.61
3,9.95,22.75,2,9.90,22.61,4,10.08,23.00,5,10.06,23.08,1,9.87,22.48
3,9.63,32.38,2,9.67,32.28,4,9.42,32.42,5,9.47,32.55,1,9.69,32.17
3,9.31,41.69,2,9.25,41.53,4,9.40,41.82,5,9.38,41.93,1,9.33,41.50
3,9.07,50.76,1,9.04,50.57,4,9.11,50.93,5,9.21,51.14,2,9.15,50.65
3,9.16,59.92,2,9.31,59.88,4,9.27,1:00.20,5,9.20,1:00.34,1,8.97,59.62
3,9.54,1:09.46,2,9.00,1:08.88,4,9.54,1:09.74,5,9.49,1:09.83,1,9.22,1:08.84
3,9.77,1:19.23,1,8.98,1:17.86,4,9.67,1:19.41,5,9.64,1:19.47,2,9.25,1:18.09
3,9.88,1:29.106,1,9.22,1:27.080,5,10.20,1:29.606,4,9.81,1:29.271,2,9.33,1:27.416
