Jessica HEWITT POSITION,Jessica HEWITT LAP TIME,Jessica HEWITT ELAPSED TIME,KIM Min-Jung POSITION,KIM Min-Jung LAP TIME,KIM Min-Jung ELAPSED TIME,Chika ISHIDA POSITION,Chika ISHIDA LAP TIME,Chika ISHIDA ELAPSED TIME,FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME
3,15.29,15.29,2,15.09,15.09,4,15.51,15.51,1,14.91,14.91
3,11.73,27.02,2,11.76,26.86,4,11.67,27.18,1,11.79,26.70
3,11.03,38.05,2,11.08,37.94,4,11.08,38.27,1,11.07,37.78
3,10.29,48.35,2,10.28,48.22,4,10.14,48.42,1,10.30,48.08
3,9.97,58.32,2,10.02,58.25,4,10.02,58.44,1,10.00,58.09
3,9.54,1:07.87,2,9.48,1:07.73,4,9.66,1:08.11,1,9.54,1:07.63
3,9.63,1:17.51,1,9.61,1:17.35,4,9.66,1:17.77,2,9.83,1:17.46
2,9.91,1:27.43,1,9.75,1:27.10,4,10.05,1:27.82,3,10.03,1:27.50
0,,DQ,1,10.18,1:37.275,3,10.02,1:37.831,2,9.92,1:37.417
