Vera TRYBUL POSITION,Vera TRYBUL LAP TIME,Vera TRYBUL ELAPSED TIME,KIM Geon Hee POSITION,KIM Geon Hee LAP TIME,KIM Geon Hee ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME
4,7.96,7.96,2,7.67,7.67,1,7.51,7.51,3,7.83,7.83
4,9.78,17.74,2,9.55,17.22,1,9.58,17.09,3,9.50,17.33
4,9.21,26.95,3,9.40,26.62,1,9.05,26.14,2,9.12,26.45
4,9.34,36.29,3,9.37,35.99,1,9.25,35.39,2,9.46,35.91
4,9.61,45.90,0,,PHOTO,1,9.57,44.96,0,,PHOTO
