Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Salam AL-ALI POSITION,Salam AL-ALI LAP TIME,Salam AL-ALI ELAPSED TIME,Amir LIGATA POSITION,Amir LIGATA LAP TIME,Amir LIGATA ELAPSED TIME,LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME
4,14.927,14.927,3,14.540,14.540,1,13.920,13.920,2,14.018,14.018
4,12.296,27.222,3,11.013,25.553,2,11.479,25.399,1,11.089,25.106
4,12.277,39.498,3,11.271,36.823,1,11.000,36.398,2,11.316,36.422
4,12.592,52.090,3,10.358,47.181,1,10.445,46.843,2,10.460,46.882
4,12.696,1:04.785,3,10.322,57.503,2,10.494,57.336,1,10.435,57.316
4,13.316,1:18.101,3,10.293,1:07.796,2,10.366,1:07.702,1,4.505,1:01.820
4,13.262,1:31.362,2,10.038,1:17.833,3,10.194,1:17.896,1,15.595,1:17.415
4,13.356,1:44.718,2,9.491,1:27.324,3,10.358,1:28.253,1,9.710,1:27.124
2,,1:37.074,3,11.63,1:38.951,4,30.03,1:58.277,1,9.70,1:36.816
