OH Han Yuan POSITION,OH Han Yuan LAP TIME,OH Han Yuan ELAPSED TIME,KWOK Tsz Fung POSITION,KWOK Tsz Fung LAP TIME,KWOK Tsz Fung ELAPSED TIME,Stefan-Teodor FRIGHENCIU POSITION,Stefan-Teodor FRIGHENCIU LAP TIME,Stefan-Teodor FRIGHENCIU ELAPSED TIME,NEDYALKOV Ivaylo POSITION,NEDYALKOV Ivaylo LAP TIME,NEDYALKOV Ivaylo ELAPSED TIME
2,7.51,7.51,1,7.36,7.36,3,7.84,7.84,4,10.97,10.97
1,9.61,17.12,2,9.92,17.28,3,10.11,17.95,4,10.54,21.51
1,9.26,26.38,2,9.40,26.68,3,9.68,27.63,4,9.94,31.45
1,9.16,35.54,2,9.45,36.13,3,9.95,37.58,4,10.37,41.82
1,9.33,44.870,2,9.68,45.815,3,10.19,47.771,4,10.72,52.547
