Stanislav OMELCHENKO POSITION,Stanislav OMELCHENKO LAP TIME,Stanislav OMELCHENKO ELAPSED TIME,Alexander FATHOULLIN POSITION,Alexander FATHOULLIN LAP TIME,Alexander FATHOULLIN ELAPSED TIME,Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME,Yoann MARTINEZ POSITION,Yoann MARTINEZ LAP TIME,Yoann MARTINEZ ELAPSED TIME
3,7.41,7.41,1,6.87,6.87,2,6.98,6.98,4,7.48,7.48
4,9.73,17.14,1,9.10,15.97,2,9.10,16.08,3,9.20,16.68
4,9.31,26.45,1,8.47,24.44,2,8.43,24.51,3,8.66,25.34
4,9.37,35.82,1,8.53,32.97,2,8.56,33.07,3,8.76,34.10
4,9.54,45.36,1,8.59,41.56,2,8.66,41.73,3,9.08,43.18
