Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,TALAYEVA Volha POSITION,TALAYEVA Volha LAP TIME,TALAYEVA Volha ELAPSED TIME,Morgan IZYKOWSKI POSITION,Morgan IZYKOWSKI LAP TIME,Morgan IZYKOWSKI ELAPSED TIME
1,7.51,7.51,2,7.82,7.82,3,7.94,7.94
1,9.65,17.16,2,9.88,17.70,3,9.79,17.73
1,9.24,26.40,2,9.64,27.34,3,9.81,27.54
1,9.53,35.93,2,9.70,37.04,3,9.63,37.17
1,9.99,45.917,2,9.96,46.993,3,9.94,47.103
