Anastassiya KRESTOVA POSITION,Anastassiya KRESTOVA LAP TIME,Anastassiya KRESTOVA ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,LIN Yue POSITION,LIN Yue LAP TIME,LIN Yue ELAPSED TIME,KONSTANTINOVA Ekaterina POSITION,KONSTANTINOVA Ekaterina LAP TIME,KONSTANTINOVA Ekaterina ELAPSED TIME
4,13.86,13.86,1,7.41,7.41,2,8.38,8.38,3,8.68,8.68
4,15.30,29.16,1,9.80,17.21,2,11.00,19.38,3,12.13,20.81
4,11.23,40.39,1,9.16,26.37,2,9.26,28.64,3,9.65,30.46
4,10.57,50.96,1,9.34,35.71,2,9.39,38.03,3,9.66,40.12
4,10.10,1:01.060,1,9.57,45.275,2,9.65,47.675,3,9.95,50.070
