FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Stephanie BOUVIER POSITION,Stephanie BOUVIER LAP TIME,Stephanie BOUVIER ELAPSED TIME,Joanna WILLIAMS POSITION,Joanna WILLIAMS LAP TIME,Joanna WILLIAMS ELAPSED TIME
2,7.263,7.263,1,6.922,6.922,3,7.325,7.325,4,7.586,7.586
3,9.749,17.012,2,9.766,16.688,1,9.200,16.524,4,9.749,17.335
2,9.239,26.250,1,9.353,26.041,3,9.964,26.488,4,9.289,26.623
1,9.056,35.306,2,9.510,35.550,3,9.436,35.923,4,9.639,36.262
2,9.97,45.276,1,9.64,45.186,3,9.63,45.545,4,10.06,46.316
