Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Mikhail RAJINE POSITION,Mikhail RAJINE LAP TIME,Mikhail RAJINE ELAPSED TIME,Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,Volodymyr GRYGORIEV POSITION,Volodymyr GRYGORIEV LAP TIME,Volodymyr GRYGORIEV ELAPSED TIME
1,6.423,6.423,2,6.771,6.771,4,6.938,6.938,3,6.910,6.910
1,9.116,15.539,2,8.935,15.706,3,8.797,15.735,4,9.055,15.964
1,8.552,24.090,3,8.643,24.348,2,8.410,24.144,4,8.652,24.616
1,8.688,32.778,4,8.615,32.963,2,8.716,32.860,3,8.342,32.957
1,8.99,41.767,2,8.89,41.845,4,9.22,42.076,3,9.00,41.953
