Simon CHO POSITION,Simon CHO LAP TIME,Simon CHO ELAPSED TIME,LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME
2,7.06,7.06,1,6.86,6.86,3,7.20,7.20,4,7.33,7.33
2,9.05,16.11,1,9.15,16.01,3,9.08,16.28,4,9.08,16.41
2,8.57,24.68,1,8.59,24.60,3,8.56,24.84,4,8.52,24.93
2,8.72,33.40,1,8.77,33.37,4,8.80,33.64,3,8.63,33.56
1,8.83,42.224,2,9.02,42.381,4,8.93,42.568,3,8.88,42.438
