Zbigniew BRODKA POSITION,Zbigniew BRODKA LAP TIME,Zbigniew BRODKA ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME,Dmitry VASILENKO POSITION,Dmitry VASILENKO LAP TIME,Dmitry VASILENKO ELAPSED TIME,Vitali BAZYLENKO POSITION,Vitali BAZYLENKO LAP TIME,Vitali BAZYLENKO ELAPSED TIME
1,7.079,7.079,3,7.143,7.143,2,7.105,7.105,4,7.355,7.355
1,9.306,16.384,2,9.370,16.512,3,9.421,16.525,4,9.693,17.048
1,9.110,25.494,3,9.365,25.877,2,9.219,25.744,4,9.532,26.579
1,9.328,34.821,3,9.219,35.095,2,9.297,35.040,4,9.578,36.156
1,9.62,44.435,2,9.42,44.515,3,9.68,44.713,4,10.38,46.531
