KIM Byeong Jun POSITION,KIM Byeong Jun LAP TIME,KIM Byeong Jun ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME
1,12.56,12.56,2,12.66,12.66,3,12.86,12.86,4,13.10,13.10
1,9.85,22.41,2,9.84,22.50,3,9.73,22.59,4,9.56,22.66
1,9.76,32.17,2,9.80,32.30,3,9.82,32.41,4,9.87,32.53
1,9.59,41.76,2,9.56,41.86,3,9.55,41.96,4,9.55,42.08
1,9.63,51.39,2,9.64,51.50,3,9.62,51.58,4,9.64,51.72
1,9.45,1:00.84,3,10.31,1:01.81,2,9.46,1:01.04,4,18.46,1:10.18
1,9.05,1:09.89,3,29.75,1:31.56,2,9.37,1:10.41,4,25.39,1:35.57
1,9.07,1:18.96,3,14.45,1:46.01,2,9.83,1:20.24,4,15.59,1:51.16
1,10.46,1:29.416,3,11.07,1:57.074,2,11.13,1:31.366,4,13.60,2:04.758
