Koen HAKKENBERG POSITION,Koen HAKKENBERG LAP TIME,Koen HAKKENBERG ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,ARADHYA Akash POSITION,ARADHYA Akash LAP TIME,ARADHYA Akash ELAPSED TIME
1,14.32,14.32,3,14.58,14.58,2,14.41,14.41,4,14.71,14.71
1,11.11,25.43,3,11.10,25.68,2,11.14,25.55,4,11.24,25.95
1,10.61,36.04,3,10.56,36.24,2,10.57,36.12,4,10.87,36.82
1,10.03,46.07,3,10.04,46.28,2,10.05,46.17,4,10.71,47.53
1,9.67,55.74,3,9.65,55.93,2,9.64,55.81,4,10.69,58.22
1,9.29,1:05.03,3,9.24,1:05.17,2,9.29,1:05.10,4,10.84,1:09.06
1,9.07,1:14.10,3,9.11,1:14.28,2,9.08,1:14.18,4,11.26,1:20.32
1,9.14,1:23.24,3,9.06,1:23.34,2,9.13,1:23.31,4,11.61,1:31.93
3,9.69,1:32.927,1,9.01,1:32.347,2,9.25,1:32.557,4,12.40,1:44.326
