Benoit DEVILLE DUC POSITION,Benoit DEVILLE DUC LAP TIME,Benoit DEVILLE DUC ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Denis ZASLAVSKY POSITION,Denis ZASLAVSKY LAP TIME,Denis ZASLAVSKY ELAPSED TIME,Takafumi NISHITANI POSITION,Takafumi NISHITANI LAP TIME,Takafumi NISHITANI ELAPSED TIME
3,7.120,7.120,1,6.753,6.753,4,7.126,7.126,2,6.966,6.966
4,9.386,16.506,1,9.054,15.807,3,9.234,16.360,2,9.252,16.218
4,9.070,25.576,1,8.719,24.525,3,8.857,25.216,2,8.659,24.876
4,9.320,34.895,1,8.823,33.348,3,8.998,34.214,2,8.723,33.599
4,10.31,45.200,2,9.76,43.100,3,9.41,43.618,1,9.41,43.004
