Maksim SIARHEYU POSITION,Maksim SIARHEYU LAP TIME,Maksim SIARHEYU ELAPSED TIME,AYRAPETYAN Denis POSITION,AYRAPETYAN Denis LAP TIME,AYRAPETYAN Denis ELAPSED TIME,SU Jun-Peng POSITION,SU Jun-Peng LAP TIME,SU Jun-Peng ELAPSED TIME,ANDERMANN Dominic POSITION,ANDERMANN Dominic LAP TIME,ANDERMANN Dominic ELAPSED TIME
1,6.95,6.95,3,7.13,7.13,2,7.03,7.03,4,7.32,7.32
1,9.05,16.00,2,9.00,16.13,3,9.23,16.26,4,9.04,16.36
1,8.60,24.60,2,8.60,24.73,3,8.56,24.82,4,8.64,25.00
1,8.70,33.30,2,8.68,33.41,3,8.69,33.51,4,8.72,33.72
1,8.82,42.122,2,8.83,42.242,3,8.78,42.304,4,8.82,42.553
