Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME,Claudio RINALDI POSITION,Claudio RINALDI LAP TIME,Claudio RINALDI ELAPSED TIME,Ingmar van RIEL POSITION,Ingmar van RIEL LAP TIME,Ingmar van RIEL ELAPSED TIME
2,12.900,12.900,3,12.980,12.980,4,13.120,13.120,1,12.870,12.870
2,10.200,23.100,3,10.190,23.180,4,10.070,23.200,1,10.090,22.960
1,10.030,33.140,4,10.150,33.330,3,10.090,33.300,2,10.220,33.190
1,10.070,43.220,3,10.020,43.360,4,10.110,43.410,2,10.020,43.220
1,9.960,53.180,3,10.000,53.360,4,10.010,53.420,2,10.060,53.290
1,9.920,1:03.110,3,9.980,1:03.350,4,9.980,1:03.410,2,9.940,1:03.230
1,9.860,1:12.980,3,9.910,1:13.260,4,9.940,1:13.360,2,9.910,1:13.140
1,9.950,1:22.930,2,9.740,1:23.010,3,9.860,1:23.220,4,10.400,1:23.550
1,10.120,1:33.050,2,10.100,1:33.120,3,10.300,1:33.530,4,10.550,1:34.110
