DION Pascal POSITION,DION Pascal LAP TIME,DION Pascal ELAPSED TIME,LEE Jung Su POSITION,LEE Jung Su LAP TIME,LEE Jung Su ELAPSED TIME,Adam CALLISTER POSITION,Adam CALLISTER LAP TIME,Adam CALLISTER ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME
1,6.82,6.82,2,6.97,6.97,3,7.14,7.14,4,7.28,7.28
1,8.88,15.70,2,8.84,15.81,3,9.03,16.17,4,8.96,16.24
1,8.50,24.20,2,8.45,24.26,4,8.72,24.89,3,8.44,24.68
1,8.75,32.95,2,8.76,33.02,4,8.69,33.58,3,8.48,33.16
3,9.06,41.983,2,8.94,41.948,4,8.94,42.499,1,8.73,41.881
