Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Mark JACKSON POSITION,Mark JACKSON LAP TIME,Mark JACKSON ELAPSED TIME,Dariusz KULESZA POSITION,Dariusz KULESZA LAP TIME,Dariusz KULESZA ELAPSED TIME,WANG Hong Yang POSITION,WANG Hong Yang LAP TIME,WANG Hong Yang ELAPSED TIME
2,7.080,7.080,4,7.598,7.598,1,6.833,6.833,3,7.320,7.320
2,9.256,16.336,4,9.347,16.944,1,9.262,16.095,3,9.215,16.535
2,8.701,25.036,4,9.077,26.022,1,8.914,25.010,3,8.770,25.305
2,9.079,34.115,4,9.178,35.200,1,9.033,34.043,3,8.934,34.239
2,9.590,43.705,4,9.410,44.609,1,9.580,43.623,3,9.776,44.015
