SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,Kei SAITO POSITION,Kei SAITO LAP TIME,Kei SAITO ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,Alex VARNYU POSITION,Alex VARNYU LAP TIME,Alex VARNYU ELAPSED TIME
1,6.85,6.85,2,7.00,7.00,3,7.14,7.14,4,7.34,7.34
1,8.75,15.60,2,8.74,15.74,3,9.00,16.14,4,9.07,16.41
1,8.36,23.96,2,8.38,24.12,3,8.60,24.74,4,8.74,25.15
1,8.57,32.53,2,8.60,32.72,3,8.73,33.47,4,8.87,34.02
1,8.80,41.330,2,8.94,41.653,4,29.66,1:03.124,3,9.23,43.246
