SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,GUO Yihan POSITION,GUO Yihan LAP TIME,GUO Yihan ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME
2,13.42,13.42,3,13.57,13.57,1,13.34,13.34,4,13.63,13.63,5,13.74,13.74
1,10.06,23.48,3,10.22,23.79,2,10.28,23.62,5,10.40,24.03,4,10.19,23.93
1,9.97,33.45,3,9.99,33.78,2,9.96,33.58,5,9.91,33.94,4,9.93,33.86
1,9.83,43.28,3,9.79,43.57,2,9.82,43.40,5,9.85,43.79,4,9.83,43.69
1,9.64,52.92,3,9.66,53.23,2,9.62,53.02,5,9.63,53.42,4,9.65,53.34
1,9.37,1:02.29,3,9.37,1:02.60,2,9.39,1:02.41,5,9.39,1:02.81,4,9.35,1:02.69
1,9.31,1:11.60,3,9.35,1:11.95,2,9.29,1:11.70,5,9.38,1:12.19,4,9.33,1:12.02
1,9.40,1:21.00,3,9.34,1:21.29,2,9.41,1:21.11,5,9.44,1:21.63,4,9.36,1:21.38
2,,1:30.538,3,9.54,1:30.818,1,,1:30.535,5,9.54,1:31.163,4,9.56,1:30.921
