WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,PARK Se Yeong POSITION,PARK Se Yeong LAP TIME,PARK Se Yeong ELAPSED TIME,SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME
1,12.45,12.45,3,12.64,12.64,2,12.56,12.56,5,12.90,12.90,4,12.73,12.73
1,9.95,22.40,4,10.03,22.67,3,10.03,22.59,5,9.85,22.75,2,9.78,22.51
1,9.59,31.99,4,9.63,32.30,3,9.62,32.21,5,9.67,32.42,2,9.58,32.09
1,9.42,41.41,4,9.44,41.74,3,9.42,41.63,5,9.42,41.84,2,9.40,41.49
1,9.34,50.75,4,9.28,51.02,3,9.32,50.95,5,9.28,51.12,2,9.37,50.86
1,9.18,59.93,4,9.19,1:00.21,3,9.17,1:00.12,5,9.18,1:00.30,2,9.17,1:00.03
1,9.11,1:09.04,4,9.12,1:09.33,3,9.09,1:09.21,5,9.13,1:09.43,2,9.10,1:09.13
1,9.13,1:18.17,2,8.90,1:18.23,5,9.11,1:18.32,3,8.82,1:18.25,4,9.15,1:18.28
1,9.12,1:27.281,3,9.07,1:27.295,2,8.98,1:27.293,4,9.11,1:27.356,5,9.18,1:27.455
