ANTONIOLI Mattia POSITION,ANTONIOLI Mattia LAP TIME,ANTONIOLI Mattia ELAPSED TIME,HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,HEO Andrew POSITION,HEO Andrew LAP TIME,HEO Andrew ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,Maxime LAOUN POSITION,Maxime LAOUN LAP TIME,Maxime LAOUN ELAPSED TIME
4,12.77,12.77,3,12.69,12.69,5,12.87,12.87,2,12.60,12.60,1,12.47,12.47
5,9.70,22.47,3,9.54,22.23,4,9.50,22.37,2,9.54,22.14,1,9.60,22.07
5,9.43,31.90,2,9.45,31.68,4,9.52,31.89,3,9.64,31.78,1,9.54,31.61
5,9.26,41.16,1,9.13,40.81,4,9.16,41.05,3,9.14,40.92,2,9.30,40.91
5,8.83,49.99,2,8.91,49.72,3,8.82,49.87,1,8.66,49.58,4,9.02,49.93
5,9.00,58.99,1,8.91,58.63,3,8.93,58.80,2,9.14,58.72,4,8.96,58.89
5,9.25,1:08.24,1,9.05,1:07.68,3,9.12,1:07.92,2,9.13,1:07.85,4,9.21,1:08.10
5,8.98,1:17.22,1,9.07,1:16.75,3,9.12,1:17.04,2,9.10,1:16.95,4,8.97,1:17.07
5,9.53,1:26.757,1,9.11,1:25.86,4,9.24,1:26.281,2,8.99,1:25.94,3,9.09,1:26.16
