Amanda OVERLAND POSITION,Amanda OVERLAND LAP TIME,Amanda OVERLAND ELAPSED TIME,Erika HUSZAR POSITION,Erika HUSZAR LAP TIME,Erika HUSZAR ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,WANG Xinyue POSITION,WANG Xinyue LAP TIME,WANG Xinyue ELAPSED TIME
1,13.278,13.278,3,13.408,13.408,5,13.632,13.632,2,13.389,13.389,4,13.623,13.623
1,10.420,23.698,2,10.351,23.759,4,10.325,23.957,3,10.467,23.855,5,10.502,24.125
2,10.453,34.151,1,10.300,34.059,4,10.425,34.381,3,10.307,34.162,5,10.256,34.381
1,10.185,44.336,2,10.429,44.488,4,10.316,44.698,3,10.448,44.610,5,10.387,44.768
1,9.954,54.290,4,10.171,54.659,2,9.913,54.611,3,10.019,54.629,5,10.026,54.794
1,10.170,1:04.460,4,10.281,1:04.940,5,10.458,1:05.069,3,10.161,1:04.790,2,9.938,1:04.732
1,10.207,1:14.668,5,9.981,1:14.921,3,9.837,1:14.906,2,10.002,1:14.792,4,10.188,1:14.920
1,9.675,1:24.343,5,10.040,1:24.962,3,9.605,1:24.511,2,9.588,1:24.380,4,9.854,1:24.774
3,9.927,1:34.270,5,10.061,1:35.022,2,9.593,1:34.104,1,9.527,1:33.907,4,10.116,1:34.890
