HUOT MARCHAND Tifany POSITION,HUOT MARCHAND Tifany LAP TIME,HUOT MARCHAND Tifany ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,Gioya LANCEE POSITION,Gioya LANCEE LAP TIME,Gioya LANCEE ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME
3,15.46,15.46,2,15.32,15.32,4,15.57,15.57,1,15.16,15.16
3,12.22,27.68,2,12.30,27.62,4,12.21,27.78,1,12.31,27.47
3,10.58,38.26,2,10.54,38.16,4,10.57,38.35,1,10.58,38.05
3,10.46,48.72,2,10.42,48.58,4,10.47,48.82,1,10.44,48.49
3,10.04,58.76,2,10.04,58.62,4,10.08,58.90,1,10.04,58.53
3,9.93,1:08.69,2,9.96,1:08.58,4,9.90,1:08.80,1,9.97,1:08.50
3,9.83,1:18.52,2,9.83,1:18.41,4,9.86,1:18.66,1,9.82,1:18.32
3,9.86,1:28.38,1,9.79,1:28.20,4,9.83,1:28.49,2,9.92,1:28.24
3,9.98,1:38.345,0,,PHOTO,4,9.96,1:38.433,2,,1:38.174
