Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,YU Yongjun POSITION,YU Yongjun LAP TIME,YU Yongjun ELAPSED TIME,Kyle CARR POSITION,Kyle CARR LAP TIME,Kyle CARR ELAPSED TIME
2,13.30,13.30,4,13.40,13.40,1,13.19,13.19,3,13.32,13.32
2,10.71,24.01,4,10.79,24.19,1,10.72,23.91,3,10.72,24.04
2,10.32,34.33,4,10.36,34.55,1,10.38,34.29,3,10.35,34.39
2,9.75,44.08,4,9.73,44.28,1,9.71,44.00,3,9.79,44.18
4,9.99,54.07,3,9.34,53.62,1,9.41,53.41,2,9.31,53.49
4,9.59,1:03.66,3,9.35,1:02.97,1,9.36,1:02.77,2,9.37,1:02.86
4,9.09,1:12.75,3,9.26,1:12.23,1,9.23,1:12.00,2,9.24,1:12.10
4,9.23,1:21.98,3,9.30,1:21.53,1,9.27,1:21.27,2,9.27,1:21.37
4,9.69,1:31.665,3,9.57,1:31.097,1,9.44,1:30.707,2,9.42,1:30.785
