Caroline TRUCHON POSITION,Caroline TRUCHON LAP TIME,Caroline TRUCHON ELAPSED TIME,WANG Xinyue POSITION,WANG Xinyue LAP TIME,WANG Xinyue ELAPSED TIME,Emily SCOTT POSITION,Emily SCOTT LAP TIME,Emily SCOTT ELAPSED TIME,Natalia PLUGINA POSITION,Natalia PLUGINA LAP TIME,Natalia PLUGINA ELAPSED TIME
1,13.20,13.20,2,13.30,13.30,3,13.39,13.39,4,13.46,13.46
1,9.99,23.19,2,9.98,23.28,3,9.97,23.36,4,9.94,23.40
1,9.94,33.13,2,9.95,33.23,3,9.96,33.32,4,10.00,33.40
1,10.05,43.18,2,10.05,43.28,3,10.05,43.37,4,10.02,43.42
1,9.90,53.08,2,9.93,53.21,4,9.97,53.34,3,9.89,53.31
1,9.83,1:02.91,2,9.80,1:03.01,3,9.97,1:03.31,4,10.59,1:03.90
1,10.02,1:12.93,2,10.03,1:13.04,3,9.78,1:13.09,4,11.23,1:15.13
1,10.12,1:23.05,3,10.30,1:23.34,2,9.96,1:23.05,4,11.92,1:27.05
2,10.27,1:33.311,3,10.79,1:34.126,1,10.12,1:33.168,4,12.49,1:39.531
