Roberts ZVEJNIEKS POSITION,Roberts ZVEJNIEKS LAP TIME,Roberts ZVEJNIEKS ELAPSED TIME,Maksim SIARHEYU POSITION,Maksim SIARHEYU LAP TIME,Maksim SIARHEYU ELAPSED TIME,Max BACKSTROM POSITION,Max BACKSTROM LAP TIME,Max BACKSTROM ELAPSED TIME,Nihad BASIC POSITION,Nihad BASIC LAP TIME,Nihad BASIC ELAPSED TIME
1,7.03,7.03,2,7.29,7.29,4,8.15,8.15,3,7.82,7.82
1,9.16,16.19,2,9.08,16.37,4,9.73,17.88,3,9.66,17.48
1,8.79,24.98,2,8.76,25.13,4,9.15,27.03,3,9.33,26.81
1,8.94,33.92,2,8.86,33.99,4,9.52,36.55,3,9.68,36.49
1,9.20,43.120,2,9.21,43.193,3,10.02,46.565,4,10.19,46.672
