Petko DAPCHEV POSITION,Petko DAPCHEV LAP TIME,Petko DAPCHEV ELAPSED TIME,Bora BAKA POSITION,Bora BAKA LAP TIME,Bora BAKA ELAPSED TIME,Jonathan SO POSITION,Jonathan SO LAP TIME,Jonathan SO ELAPSED TIME,ADAMSKI Pawel POSITION,ADAMSKI Pawel LAP TIME,ADAMSKI Pawel ELAPSED TIME,Trevor Xu Xuan TAN POSITION,Trevor Xu Xuan TAN LAP TIME,Trevor Xu Xuan TAN ELAPSED TIME
4,7.95,7.95,5,8.26,8.26,1,7.21,7.21,2,7.33,7.33,3,7.54,7.54
4,10.96,18.91,5,10.87,19.13,2,9.42,16.63,1,9.25,16.58,3,9.50,17.04
4,10.99,29.90,5,11.00,30.13,2,9.09,25.72,1,8.99,25.57,3,9.14,26.18
4,11.16,41.06,5,11.21,41.34,2,8.92,34.64,1,8.95,34.52,3,9.33,35.51
4,11.51,52.537,5,11.39,52.702,1,9.08,43.708,2,9.23,43.745,3,9.47,44.975
